Id,Name,Longitude,Latitude
3043,GLOVER ROAD - WEST TERRACE,138.587380820128,-34.9249263171276
3044,WEST TERRACE - GROTE STREET,138.587702673854,-34.9292598033528
3045,SOUTH TERRACE - WEST TERRACE,138.588339764658,-34.9362859490499
3046,O CONNELL STREET - PROSPECT ROAD,138.594399310338,-34.9019696113897
3047,O CONNELL STREET - TYNTE STREET,138.5958139604,-34.9059911842228
3048,LEFEVRE TERRACE - TYNTE ST,138.600231780304,-34.9049697194447
3049,O CONNELL STREET - WARD STREET,138.596875192327,-34.9086264821926
3051,KING WILLIAM ROAD - KERMODE STREET,138.598856618457,-34.9119831219527
3052,EAST TERRACE - BARTELS ROAD,138.611727131493,-34.9251731733356
3053,KING WILLIAM ROAD - SIR EDWIN SMITH AV,138.598819080534,-34.9155252032404
3054,KING WILLIAM ROAD - VICTORI DRIVE,138.599109591486,-34.9171986871563
3056,GRENFELL STREET - FROME STREET,138.608007952288,-34.923964106346
3059,SOUTH TERRACE - HUTT STREET,138.612535617213,-34.9350422785292
3062,FROME STREET - PIRIE STREET,138.608120813401,-34.925354612412
3066,FROME STREET - FLINDERS STREET,138.608222737541,-34.9267449027809
3069,WAKEFIELD STREET - FROME STREET,138.608332987252,-34.9282255050619
3070,MELBOURNE STREET - FROME ROAD,138.601177404363,-34.9108300074267
3071,MONTEFIORE ROAD - WAR MEMORIAL DR,138.593067480321,-34.9176019536269
3072,JEFFCOTT ST (LEFT CARRIAGE)  WARD ST,138.592402454351,-34.9096467306304
3073,HUTT STREET - HALIFAX STREET,138.61239595595,-34.9323080406749
3074,MELBOURNE STREET - JERNINGHAM STREET,138.605937367768,-34.9078318312657
3076,GRENFELL STREET - EAST TERRACE,138.611034441279,-34.9237712645936
3077,JEFFCOTT STREET - BARTON TERRACE WEST,138.589981857353,-34.9029818584093
3081,HUTT STREET - ANGAS STREET,138.612181287173,-34.9295182379717
3083,WEST TERRACE - HINDLEY STREET,138.587528994877,-34.9236040882875
3084,WEST TERRACE - FRANKLIN STREET,138.587844929061,-34.9277661766367
3086,BUXTON ST NEAR GLENFIELD CT NORTH ADELAIDE,138.588784031755,-34.906149329151
3087,SIR EDWIN SMITH AVE - KERMODE ST,138.600749491234,-34.9123721054553
3088,FROME ROAD - VICTORIA DRIVE,138.605905863176,-34.9168280163605
3089,MORPHETT STREET - WAYMOUTH STREET,138.593684243695,-34.9260880834406
3091,FROME STREET - ANGAS STREET,138.608454179129,-34.929706322525
3094,WEST TERRACE - STURT STREET,138.588278545593,-34.9335171994327
3096,JEFFCOTT ROAD - WELLINGTON SQUARE,138.591040781334,-34.906437505653
3098,JEFFCOTT STREET - MONTEFIORE HILL,138.593452566149,-34.9126604574162
3099,LEFEVRE TERRACE - WARD ST,138.601182465797,-34.9076478728552
3104,WEST TERRACE - GOUGER STREET,138.588064432262,-34.9307363972692
3107,HUTT ST-FLINDERS ST,138.611840056068,-34.9265636782988
3142,NORTH TERRACE MORPHETTE-CAR PARK ENTRANCE,138.593828752964,-34.9218900529237
3150,TYNTE ST-WELLINGTON SQ,138.592178594086,-34.9068206578545
3168,No Name Set,138.448596853811,-34.9457526716298
3596,No Name Set,138.448596853811,-34.9457526716298
4014,SOUTHERN EXY - N OF LANDER RD (OS014),138.543862150946,-35.0744262574502
4054,SE FREEWAY - W OF MT OSMOND I/C (OS054),138.655695949694,-34.9724296106242
4060,SE FREEWAY - W OF HEYSEN TUNNELS (OS060),138.672532005758,-34.9684535212015
4063,SE FREEWAY - E OF HEYSEN TUNNELS (OS063),138.684386000706,-34.9826804385512
4072,SE FREEWAY - BETWEEN CRAFERS I/C AND STIRLING I/C (OS072),138.711241493064,-34.9996692661289
4078,SE FREEWAY - BETEEN STIRLING I/C AND OLD CAREY GULLY RD (OS078),138.733381506981,-34.9953520037158
4406,SOUTHERN EXPRESSWAY - SOUTH OF SEACOMBE RD,138.557063453366,-35.0347225324537
4408,SOUTHERN EXPRESSWAY - 1500 METRES SOUTH OF SEACOMBE ROAD,138.555704613401,-35.0409692901727
4410,SOUTHERN EXY - NORTH OF MAJORS RD,138.549966136265,-35.0463072820011
4413,SOUTHERN EXPRESSWAY - 200 METRES SOUTH OF MAJORS ROAD,138.546145245279,-35.0564074189242
4414,SOUTHERN EXPRESSWAY - 500 METRES SOUTH OF MAJORS ROAD,138.544995561267,-35.0585566424691
4416,SOUTHERN EXPRESSWAY - 1200 METRES SOUTH OF MAJORS ROAD,138.545481037872,-35.065408488816
4418,SOUTHERN EXY - NORTH OF LANDER RD,138.543566775305,-35.0736720685848
4422,SOUTHERN EXPRESSWAY - 150 METRES SOUTH OF REYNELLA INTERCHANGE BRIDGE,138.544561872847,-35.081444695186
4424,SOUTHERN EXY - SOUTH OF PANALATINGA INTERCHANGE,138.541123093258,-35.0864050560536
4426,SOUTHERN EXPRESSWAY - YOUNG STREET,138.533779286051,-35.0880947811333
4427,SOUTHERN EXPRESSWAY - 600 METRES SOUTH OF YOUNG STREET,138.527605599115,-35.0902496394742
4429,SOUTHERN EXY - SOUTH OF YOUNG ST BRIDGE,138.520658307634,-35.0943985650983
4431,SOUTHERN EXPRESSWAY NEAR MOORE ROAD,138.514093556186,-35.1014575585002
4434,SOUTHERN EXPRESSWAY - 100 METRES SOUTH OF SHERRIFFS ROAD,138.509675566974,-35.1071450534512
4436,SOUTHERN EXPRESSWAY - 700 METRES SOUTH OF SHERRIFFS ROAD,138.508854888823,-35.1117615690578
4440,SOUTHERN EXPRESSWAY - NORTH OF GLENHELEN FOOTBRIDGE,138.507349115392,-35.1219348518929
4441,SOUTHERN EXPRESSWAY - FLAXMILL ROAD,138.505308710018,-35.1273194839233
4442,SOUTHERN EXPRESSWAY - 300 METRES NORTH OF ELIZABETH ROAD,138.504773761531,-35.1315452039251
4447,SOUTHERN EXPRESSWAY - 500 METRES NORTH OF HONEYPOT ROAD,138.505129531894,-35.1439742777663
4448,SOUTHERN EXPRESSWAY - HONEYPOT ROAD,138.505226709933,-35.1483392100653
4449,SOUTHERN EXPRESSWAY NEAR PEPPERMINT PATH,138.505659751464,-35.1532068461305
4450,SOUTHERN EXY - NEAR PERRY FOOTBRIDGE,138.50608711974,-35.1575425176021
4451,SOUTHERN EXPRESSWAY - 600 METRES NORTH OF MAIN SOUTH ROAD,138.506847842021,-35.1606681197537
4453,SOUTHERN EXPRESSWAY - MAIN SOUTH RD (OS453),138.508373700811,-35.1649813253003
4503,BRITANNIA ROUNDABOUT,138.623392445511,-34.9279171700696
4977,No Name Set,138.448596853811,-34.9457526716298
5000,North-South Motorway - South of Port River Expressway Interchange,138.562866114218,-34.8348299352427
5001,Salisbury Hwy - West of Pt Wakefield Rd Interchange,138.592399548851,-34.817100072182
5002,Leader Street Level Crossing,138.584051356158,-34.9488754344603
5003,Victoria St Level Crossing,138.585232077585,-34.9537849148392
5004,Main South Rd - Tatachilla Rd - Maslin Beach Rd,138.492688801507,-35.2220781748673
5005,Leah St Tram Crossing,138.581420284669,-34.9538352376989
5006,Main South Rd Near Perth St,138.474536187023,-35.3241818523223
5007,Main South Rd near Victory Hotel,138.472391942145,-35.3298158526755
5008,Main South Rd - 600m South of Colville Rd,138.472028389627,-35.2920394062649
5009,Main South Rd - 800m South of Malpas Rd,138.490657554018,-35.2598324787695
5010,BOLIVAR ROAD - WATERLOO CORNER ROAD,138.61077852794,-34.7434853917022
5011,AUGUSTA HIGHWAY NEAR LOCHIEL - NANTAWARRA ROAD,138.214426246335,-33.9940239900441
5012,COPPER COAST HIGHWAY 4 KILOMETRES WEST OF PASKEVILLE,137.859603318739,-34.0207515595397
5013,COPPER COAST HIGHWAY NEAR YORKE HIGHWAY,138.129600788205,-34.1187816905147
5014,AUGUSTA HIGHWAY - COPPER COAST HIGHWAY,138.156905027703,-34.1623988134489
5015,AUGUSTA HIGHWAY - 750 METRES NORTHEAST OF COPPER COAST HIGHWAY,138.162926185552,-34.1577875691477
5016,PORT WAKEFIELD ROAD  - 2 KILOMETRES SOUTHEAST OF PORT WAKEFIELD,138.16932664232,-34.199573745309
5017,PORT WAKEFIELD ROAD - MUDGE ROAD,138.200116387416,-34.2222044394184
5018,BALAKLAVA ROAD  - 2 KILOMETRES NORTHWEST OF MALLALA,138.49223186592,-34.4242698208008
5019,PORT WAKEFIELD ROAD - MALLALA ROAD,138.509084942175,-34.5943235857098
5020,AUGUSTA HIGHWAY - SMITH STREET - LOCHIEL,138.161645142701,-33.9314620368743
5055,No Name Set,138.448596853811,-34.9457526716298
7232,Port River Expressway / South Road,138.562993301901,-34.8327410436404
7299,Salisbury Highway near Magazine Rd,138.581016132178,-34.8329386940512
7318,Salisbury Highway East of Superway,138.569265176181,-34.8328665970215
8344,Pt Wakefield Rd - South of Northern Exy Interchange,138.576039366136,-34.7127786410155
8348,Pt Wakefield Rd - North of Northern Exy Interchange,138.571589325828,-34.7018088642231
8353,Northern Exy - East of Pt Wakefield Rd Interchange,138.583482441125,-34.6941031735765
8356,Northern Exy - West of Penfield Rd,138.597566352468,-34.6860428266782
8358,Northern Exy - Near Short Rd,138.608465879143,-34.680848227645
8363,Northern Exy - East of Heaslip Road,138.632371369884,-34.681414342136
8365,Northern Exy - Near Petherton Rd,138.643461768201,-34.6817105149019
8368,Northern Exy - South of Curtis Rd,138.652355089365,-34.6697657482303
8373,Northern Exy - South of Fradd Rd,138.662139682398,-34.6524101605189
8377,Northern Exy - South of Angle Vale Rd,138.670008533507,-34.638659245877
8379,Northern Exy - North of Angle Vale Rd,138.672736111768,-34.6284879668264
8382,Northern Exy - South of Two Well Rd,138.67934679572,-34.6170833400699
8386,Northern Exy - North of Two Wells Rd,138.694234274962,-34.6067546479425
8392,Northern Exy - West of Gawler Bypass,138.722865733098,-34.6016219130443
8394,Sturt Highway - North of Gawler Bypass,138.730961529798,-34.5925950197881
8396,Sturt Highway - South of Weyland Rd,138.731838846771,-34.5863906288989
9000,No Name Set,138.448596853811,-34.9457526716298
9001,No Name Set,138.448596853811,-34.9457526716298
9503,Britannia Wi-Fi,138.62308223506,-34.9280463214777
9984,No Name Set,138.448596853811,-34.9457526716298
9985,Dataplex Test ID,138.448596853811,-34.9457526716298
9986,No Name Set,138.448596853811,-34.9457526716298
9987,Salisbury Highway East of Superway - WiFi,138.569265176181,-34.8328665970215
9988,Salisbury Highway East of Superway - WiFi,138.448596853811,-34.9457526716298
9989,No Name Set,138.448596853811,-34.9457526716298
9990,Greenhill Rd - Fullarton Rd WiFi,138.624313968041,-34.939988057118
10608,Happy Valley Dr VMS near Black Rd,138.576816049294,-35.0550320985701
10609,Flagstaff Rd VMS near Salvador St,138.566971723121,-35.0384013597361
10610,Black Rd VMS near Reservoir Dr,138.578990655784,-35.0504420366604
20740,PC105 Stephen Terrace,138.62561597183,-34.9069740384507
20741,,NULL,NULL
