,site_no,hour_of_day,index,hourly_traffic_avg
2270,3101,14,,960.4295081967215
2271,3101,15,,1119.9770491803279
2272,3101,16,,1212.7256830601093
2273,3101,17,,1258.2512295081965
2274,3101,18,,972.4420765027319
2275,3101,19,,708.0846994535525
2276,3101,20,,598.9300546448085
2277,3101,21,,576.9213114754097
2278,3101,22,,455.6765027322403
2279,3101,23,,308.13278688524593
2280,3102,0,,281.16543715846996
2281,3102,1,,181.93292349726795
2282,3102,2,,129.20737704918028
2283,3102,3,,105.29863387978149
2284,3102,4,,102.93237704918033
2285,3102,5,,130.26270491803274
2286,3102,6,,240.45150273224036
2287,3102,7,,530.3949453551915
2288,3102,8,,912.5452185792342
2289,3102,9,,903.9075136612028
2290,3102,10,,954.4371584699453
2291,3102,11,,1057.0210382513665
2292,3102,12,,1117.1170765027323
2293,3102,13,,1137.3898907103821
2294,3102,14,,1133.9545081967206
2295,3102,15,,1074.4042349726788
2296,3102,16,,991.7476775956278
2297,3102,17,,979.9254098360659
2298,3102,18,,909.1983606557375
2299,3102,19,,882.8827868852461
2300,3102,20,,735.4751366120217
2301,3102,21,,686.625409836066
2302,3102,22,,592.6606557377049
2303,3102,23,,434.95382513661195
2304,3103,0,,142.05792349726778
2305,3103,1,,100.31803278688523
2306,3103,2,,72.71639344262293
2307,3103,3,,56.25683060109289
2308,3103,4,,60.5295081967213
2309,3103,5,,86.77322404371587
2310,3103,6,,223.90983606557364
2311,3103,7,,585.119672131148
2312,3103,8,,847.9038251366125
2313,3103,9,,630.9551912568302
2314,3103,10,,549.3136612021858
2315,3103,11,,574.4098360655734
2316,3103,12,,594.0306010928958
2317,3103,13,,573.5180327868856
2318,3103,14,,593.820218579235
2319,3103,15,,639.2306010928962
2320,3103,16,,772.5229508196722
2321,3103,17,,783.7724043715842
2322,3103,18,,564.8213114754095
2323,3103,19,,383.18306010928967
2324,3103,20,,294.76174863387973
2325,3103,21,,264.95300546448067
2326,3103,22,,241.5486338797816
2327,3103,23,,195.644262295082
2328,3104,0,,721.889617486339
2329,3104,1,,506.82950819672146
2330,3104,2,,417.45300546448084
2331,3104,3,,377.51202185792346
2332,3104,4,,385.3562841530055
2333,3104,5,,637.2874316939894
2334,3104,6,,1594.9409836065572
2335,3104,7,,2943.143715846995
2336,3104,8,,3680.207650273222
2337,3104,9,,3231.0923497267754
2338,3104,10,,3160.765573770492
2339,3104,11,,3384.552459016394
2340,3104,12,,3612.042076502732
2341,3104,13,,3523.650273224042
2342,3104,14,,3618.650819672133
2343,3104,15,,3961.69781420765
2344,3104,16,,4276.11256830601
2345,3104,17,,4435.07363387978
2346,3104,18,,3236.6174863387964
2347,3104,19,,2309.2043715847003
2348,3104,20,,1889.7191256830604
2349,3104,21,,1831.7076502732227
2350,3104,22,,1543.3781420765013
2351,3104,23,,1097.0251366120206
2352,3105,0,,156.22786885245895
2353,3105,1,,88.04153005464485
2354,3105,2,,57.778688524590166
2355,3105,3,,48.27923497267761
2356,3105,4,,49.906557377049126
2357,3105,5,,99.18961748633886
2358,3105,6,,398.0573770491805
2359,3105,7,,1167.4322404371585
2360,3105,8,,1997.2355191256836
2361,3105,9,,1472.9786885245903
2362,3105,10,,1348.054644808744
2363,3105,11,,1437.474863387979
2364,3105,12,,1562.292896174864
2365,3105,13,,1468.0775956284147
2366,3105,14,,1496.6486338797822
2367,3105,15,,1636.518032786886
2368,3105,16,,1751.2655737704927
2369,3105,17,,2069.3812841530066
2370,3105,18,,1368.2016393442623
2371,3105,19,,912.8306010928952
2372,3105,20,,673.7245901639351
2373,3105,21,,606.8896174863389
2374,3105,22,,484.3639344262298
2375,3105,23,,289.4054644808741
2376,3107,0,,187.38907103825136
2377,3107,1,,104.02240437158467
2378,3107,2,,70.5546448087432
2379,3107,3,,57.672131147540924
2380,3107,4,,59.78196721311477
2381,3107,5,,119.96448087431692
2382,3107,6,,422.38087431693987
2383,3107,7,,1272.5322404371584
2384,3107,8,,2296.934426229508
2385,3107,9,,1654.5562841530061
2386,3107,10,,1503.9628415300538
2387,3107,11,,1591.5497267759556
2388,3107,12,,1673.1956284153014
2389,3107,13,,1613.9065573770488
2390,3107,14,,1678.0240437158482
2391,3107,15,,1833.9142076502735
2392,3107,16,,1929.1289617486318
2393,3107,17,,2177.542896174862
2394,3107,18,,1411.8196721311476
2395,3107,19,,938.3846994535518
2396,3107,20,,686.7224043715847
2397,3107,21,,636.3852459016392
2398,3107,22,,512.1628415300546
2399,3107,23,,323.7267759562844
2400,3142,0,,1503.424590163935
2401,3142,1,,1139.378688524591
2402,3142,2,,962.3147540983605
2403,3142,3,,902.073770491803
2404,3142,4,,950.0420765027324
2405,3142,5,,1228.6633879781423
2406,3142,6,,2117.9650273224065
2407,3142,7,,3490.2590163934433
2408,3142,8,,4390.838251366121
2409,3142,9,,3993.7622950819646
2410,3142,10,,3924.8781420765035
2411,3142,11,,4110.369945355194
2412,3142,12,,4317.2174863388
2413,3142,13,,4254.502185792354
2414,3142,14,,4362.706557377048
2415,3142,15,,4553.252459016394
2416,3142,16,,4557.853551912569
2417,3142,17,,4557.794808743173
2418,3142,18,,3856.156830601091
2419,3142,19,,3084.84316939891
2420,3142,20,,2666.6459016393433
2421,3142,21,,2691.8153005464487
2422,3142,22,,2434.528415300545
2423,3142,23,,2020.0562841530066
2424,3145,0,,61.38237704918028
2425,3145,1,,39.95355191256829
2426,3145,2,,27.95218579234973
2427,3145,3,,23.65573770491802
2428,3145,4,,22.259426229508186
2429,3145,5,,34.61898907103826
2430,3145,6,,90.70122950819675
2431,3145,7,,228.52718579234963
2432,3145,8,,446.9310109289616
2433,3145,9,,364.825136612022
2434,3145,10,,345.49234972677596
2435,3145,11,,370.6211748633878
2436,3145,12,,391.52213114754124
2437,3145,13,,392.3851092896175
2438,3145,14,,412.8946721311477
2439,3145,15,,416.79726775956306
2440,3145,16,,391.481693989071
2441,3145,17,,404.0767759562845
2442,3145,18,,289.05095628415285
2443,3145,19,,242.69836065573745
2444,3145,20,,179.22663934426234
2445,3145,21,,168.3497267759562
2446,3145,22,,139.77595628415315
2447,3145,23,,96.01967213114757
2448,3146,0,,113.68251366120224
2449,3146,1,,68.02158469945361
2450,3146,2,,47.47800546448084
2451,3146,3,,40.50081967213117
2452,3146,4,,55.09248633879781
2453,3146,5,,123.53715846994537
2454,3146,6,,328.7064207650277
2455,3146,7,,767.108196721311
2456,3146,8,,1072.8176229508201
2457,3146,9,,907.4494535519129
2458,3146,10,,843.5064207650281
2459,3146,11,,881.6471311475412
2460,3146,12,,943.9004098360654
2461,3146,13,,898.667759562841
2462,3146,14,,924.851639344262
2463,3146,15,,1033.7206284153003
2464,3146,16,,1124.1625683060122
2465,3146,17,,1241.7643442622946
2466,3146,18,,875.3866120218573
2467,3146,19,,574.5784153005465
2468,3146,20,,425.0263661202188
2469,3146,21,,380.49193989071017
2470,3146,22,,309.59795081967184
2471,3146,23,,199.72732240437165
2472,3147,0,,386.77267759562847
2473,3147,1,,283.1994535519127
2474,3147,2,,225.9311475409836
2475,3147,3,,187.16775956284144
2476,3147,4,,171.79398907103837
2477,3147,5,,212.9147540983608
2478,3147,6,,469.86010928961724
2479,3147,7,,997.2043715846993
2480,3147,8,,1444.8147540983598
2481,3147,9,,1275.531693989072
2482,3147,10,,1190.1508196721318
2483,3147,11,,1256.5010928961742
2484,3147,12,,1285.02568306011
2485,3147,13,,1255.3475409836071
2486,3147,14,,1294.7142076502735
2487,3147,15,,1348.3202185792343
2488,3147,16,,1470.3147540983603
2489,3147,17,,1493.952595628416
2490,3147,18,,1122.1622950819674
2491,3147,19,,872.330601092896
2492,3147,20,,754.6814207650274
2493,3147,21,,740.0475409836068
2494,3147,22,,658.757377049181
2495,3147,23,,548.1786885245903
2496,3148,0,,182.1229508196722
2497,3148,1,,106.36830601092908
2498,3148,2,,75.7174863387978
2499,3148,3,,60.93387978142084
2500,3148,4,,78.21256830601094
2501,3148,5,,140.84153005464475
2502,3148,6,,618.2480874316936
2503,3148,7,,1109.374316939892
2504,3148,8,,1479.2650273224044
2505,3148,9,,1223.98524590164
2506,3148,10,,1137.9617486338793
2507,3148,11,,1189.9256830601096
2508,3148,12,,1369.0907103825125
2509,3148,13,,1248.9830601092897
2510,3148,14,,1266.030054644809
2511,3148,15,,1398.311475409837
2512,3148,16,,1492.2901639344254
2513,3148,17,,1585.720901639344
2514,3148,18,,1117.7027322404374
2515,3148,19,,784.4355191256833
2516,3148,20,,748.0404371584706
2517,3148,21,,639.9426229508196
2518,3148,22,,466.9245901639345
2519,3148,23,,309.13551912568335
2520,3149,0,,26.288114754098373
2521,3149,1,,13.857786885245906
2522,3149,2,,9.259562841530057
2523,3149,3,,7.659836065573773
2524,3149,4,,7.251229508196722
2525,3149,5,,17.20505464480874
2526,3149,6,,63.95245901639341
2527,3149,7,,237.83497267759552
2528,3149,8,,504.6657103825132
2529,3149,9,,314.2053278688525
2530,3149,10,,276.5459016393444
2531,3149,11,,294.8307377049183
2532,3149,12,,324.10614754098367
2533,3149,13,,310.108606557377
2534,3149,14,,320.55751366120205
2535,3149,15,,416.8360655737709
2536,3149,16,,373.03784153005466
2537,3149,17,,460.7338797814207
2538,3149,18,,284.87295081967187
2539,3149,19,,187.05751366120208
2540,3149,20,,129.81939890710387
2541,3149,21,,108.42336065573764
2542,3149,22,,80.52581967213118
2543,3149,23,,48.42336065573771
2544,3150,0,,93.76338797814216
2545,3150,1,,58.41912568306008
2546,3150,2,,48.81639344262293
2547,3150,3,,47.08907103825141
2548,3150,4,,56.213661202185776
2549,3150,5,,123.23879781420766
2550,3150,6,,330.5218579234974
2551,3150,7,,793.5879781420767
2552,3150,8,,1180.5972677595623
2553,3150,9,,880.0311475409835
2554,3150,10,,803.6311475409834
2555,3150,11,,834.9841530054642
2556,3150,12,,863.4426229508197
2557,3150,13,,804.7562841530051
2558,3150,14,,792.0928961748634
2559,3150,15,,832.9136612021863
2560,3150,16,,862.2907103825135
2561,3150,17,,882.6434426229509
2562,3150,18,,732.4846994535517
2563,3150,19,,528.2857923497268
2564,3150,20,,371.9284153005462
2565,3150,21,,309.5021857923497
2566,3150,22,,240.61748633879776
2567,3150,23,,160.21530054644808
2568,3151,0,,44.05778688524588
2569,3151,1,,23.81612021857925
2570,3151,2,,20.791939890710392
2571,3151,3,,26.50765027322405
2572,3151,4,,20.52540983606558
2573,3151,5,,28.40628415300545
2574,3151,6,,74.29945355191263
2575,3151,7,,225.65819672131133
2576,3151,8,,437.92991803278704
2577,3151,9,,349.2766393442623
2578,3151,10,,358.54999999999995
2579,3151,11,,404.1489071038248
2580,3151,12,,436.7260928961752
2581,3151,13,,445.4274590163933
2582,3151,14,,431.24234972677584
2583,3151,15,,427.8475409836061
2584,3151,16,,455.18825136612026
2585,3151,17,,498.2222677595628
2586,3151,18,,331.3288251366119
2587,3151,19,,220.61516393442614
2588,3151,20,,151.463387978142
2589,3151,21,,144.6086065573771
2590,3151,22,,101.35874316939895
2591,3151,23,,62.96584699453551
2592,3152,0,,26.16994535519126
2593,3152,1,,13.982377049180329
2594,3152,2,,9.440163934426234
2595,3152,3,,7.639207650273226
2596,3152,4,,7.6493169398907055
2597,3152,5,,18.889754098360658
2598,3152,6,,66.98975409836066
2599,3152,7,,241.01215846994518
2600,3152,8,,493.1103825136612
2601,3152,9,,309.56434426229515
2602,3152,10,,273.77677595628427
2603,3152,11,,290.83196721311486
2604,3152,12,,316.1105191256832
2605,3152,13,,305.91106557377066
2606,3152,14,,313.4039617486337
2607,3152,15,,401.3747267759563
2608,3152,16,,373.1710382513662
2609,3152,17,,460.45259562841466
2610,3152,18,,275.1244535519127
2611,3152,19,,177.01161202185781
2612,3152,20,,124.81202185792348
2613,3152,21,,105.55519125683065
2614,3152,22,,79.60669398907106
2615,3152,23,,48.16871584699456
2616,3155,0,,21.272677595628423
2617,3155,1,,11.642896174863383
2618,3155,2,,7.943715846994536
2619,3155,3,,6.348770491803284
2620,3155,4,,8.449453551912569
2621,3155,5,,17.208469945355198
2622,3155,6,,58.663524590164
2623,3155,7,,254.4176229508196
2624,3155,8,,446.0803278688531
2625,3155,9,,322.39412568305994
2626,3155,10,,275.1293715846995
2627,3155,11,,294.9165300546447
2628,3155,12,,307.7177595628414
2629,3155,13,,312.24535519125686
2630,3155,14,,308.3840163934425
2631,3155,15,,345.86092896174875
2632,3155,16,,363.90819672131124
2633,3155,17,,440.3631147540985
2634,3155,18,,206.620218579235
2635,3155,19,,140.47745901639342
2636,3155,20,,106.22800546448077
2637,3155,21,,89.46106557377053
2638,3155,22,,63.36133879781422
2639,3155,23,,40.30505464480875
2640,3156,0,,48.81693989071037
2641,3156,1,,30.62459016393443
2642,3156,2,,22.684153005464474
2643,3156,3,,18.61584699453551
2644,3156,4,,22.55519125683059
2645,3156,5,,50.13934426229508
2646,3156,6,,156.07923497267765
2647,3156,7,,459.716393442623
2648,3156,8,,841.9191256830603
2649,3156,9,,562.5125683060103
2650,3156,10,,484.2650273224043
2651,3156,11,,531.9513661202188
2652,3156,12,,558.3245901639347
2653,3156,13,,535.7896174863387
2654,3156,14,,544.6644808743164
2655,3156,15,,588.4595628415301
2656,3156,16,,736.2961748633884
2657,3156,17,,882.9882513661206
2658,3156,18,,494.9180327868854
2659,3156,19,,280.2748633879782
2660,3156,20,,179.1956284153006
2661,3156,21,,152.2688524590164
2662,3156,22,,119.21202185792346
2663,3156,23,,75.75792349726773
2664,3158,0,,719.679781420765
2665,3158,1,,523.9879781420763
2666,3158,2,,418.76502732240436
2667,3158,3,,385.5688524590163
2668,3158,4,,418.8606557377047
2669,3158,5,,538.3158469945354
2670,3158,6,,982.5415300546443
2671,3158,7,,1716.9054644808734
2672,3158,8,,2177.8715846994533
2673,3158,9,,2028.334972677595
2674,3158,10,,1975.463387978141
2675,3158,11,,2061.01420765027
2676,3158,12,,2157.2415300546445
2677,3158,13,,2124.661202185794
2678,3158,14,,2194.0885245901623
2679,3158,15,,2302.4213114754084
2680,3158,16,,2281.287978142076
2681,3158,17,,2280.7050546448077
2682,3158,18,,1952.3420765027342
2683,3158,19,,1532.3715846994523
2684,3158,20,,1289.8377049180333
2685,3158,21,,1314.8087431693996
2686,3158,22,,1200.146994535519
2687,3158,23,,983.3245901639342
2688,3159,0,,199.196174863388
2689,3159,1,,122.12459016393434
2690,3159,2,,86.43278688524592
2691,3159,3,,73.91912568306012
2692,3159,4,,120.04098360655749
2693,3159,5,,248.32568306010913
2694,3159,6,,513.884699453552
2695,3159,7,,1108.4404371584699
2696,3159,8,,1593.7612021857929
2697,3159,9,,1323.9568306010922
2698,3159,10,,1314.3754098360655
2699,3159,11,,1445.9683060109278
2700,3159,12,,1539.1049180327864
2701,3159,13,,1532.1366120218572
2702,3159,14,,1541.915846994536
2703,3159,15,,1560.0945355191247
2704,3159,16,,1575.103278688525
2705,3159,17,,1640.5187158469944
2706,3159,18,,1268.0928961748637
2707,3159,19,,985.7628415300554
2708,3159,20,,751.085245901639
2709,3159,21,,660.9382513661199
2710,3159,22,,521.430601092896
2711,3159,23,,320.91693989071075
2712,3160,0,,460.4065573770489
2713,3160,1,,336.9726775956282
2714,3160,2,,269.86612021857894
2715,3160,3,,246.4622950819674
2716,3160,4,,271.0131147540982
2717,3160,5,,384.7158469945354
2718,3160,6,,763.9907103825132
2719,3160,7,,1353.3191256830603
2720,3160,8,,1688.9519125683066
2721,3160,9,,1516.900000000001
2722,3160,10,,1514.9786885245903
2723,3160,11,,1601.999999999999
2724,3160,12,,1691.1754098360636
2725,3160,13,,1672.7453551912567
2726,3160,14,,1713.907103825137
2727,3160,15,,1804.1087431693977
2728,3160,16,,1796.4601092896169
2729,3160,17,,1811.6573770491802
2730,3160,18,,1470.0426229508194
2731,3160,19,,1140.6202185792354
2732,3160,20,,974.5928961748627
2733,3160,21,,982.9568306010922
2734,3160,22,,849.091256830601
2735,3160,23,,664.8387978142075
2736,3162,0,,68.37254098360654
2737,3162,1,,41.53483606557376
2738,3162,2,,30.025819672131153
2739,3162,3,,27.636885245901624
2740,3162,4,,33.41051912568304
2741,3162,5,,84.08729508196714
2742,3162,6,,253.74521857923477
2743,3162,7,,882.8530054644799
2744,3162,8,,1372.0252732240444
2745,3162,9,,868.4744535519123
2746,3162,10,,677.1420765027326
2747,3162,11,,704.2360655737704
2748,3162,12,,757.3596994535521
2749,3162,13,,714.3982240437155
2750,3162,14,,700.6957650273222
2751,3162,15,,722.5754098360653
2752,3162,16,,793.9745901639347
2753,3162,17,,942.3319216757744
2754,3162,18,,579.428142076503
2755,3162,19,,396.81898907103823
2756,3162,20,,287.36830601092896
2757,3162,21,,238.30327868852459
2758,3162,22,,182.12786885245893
2759,3162,23,,118.23770491803275
2760,3163,0,,512.2180327868855
2761,3163,1,,348.5715846994533
2762,3163,2,,280.97704918032775
2763,3163,3,,247.45573770491825
2764,3163,4,,269.3071038251365
2765,3163,5,,461.350273224044
2766,3163,6,,1081.8945355191254
2767,3163,7,,1967.33005464481
2768,3163,8,,2523.672677595631
2769,3163,9,,2101.5868852459043
2770,3163,10,,2063.9928961748633
2771,3163,11,,2185.139344262294
2772,3163,12,,2286.812568306009
2773,3163,13,,2216.3617486338794
2774,3163,14,,2282.121311475409
2775,3163,15,,2487.966120218578
2776,3163,16,,2560.2420765027323
2777,3163,17,,2683.42049180328
2778,3163,18,,2251.265027322406
2779,3163,19,,1715.1617486338805
2780,3163,20,,1429.935519125683
2781,3163,21,,1362.1109289617482
2782,3163,22,,1100.404371584699
2783,3163,23,,780.9349726775956
2784,3164,0,,1122.745355191257
2785,3164,1,,799.5836065573772
2786,3164,2,,646.5814207650269
2787,3164,3,,587.5448087431688
2788,3164,4,,627.5278688524589
2789,3164,5,,913.1355191256833
2790,3164,6,,1669.919672131147
2791,3164,7,,2550.68469945355
2792,3164,8,,3037.117486338796
2793,3164,9,,3014.2398907103834
2794,3164,10,,3075.2628415300564
2795,3164,11,,3198.187431693992
2796,3164,12,,3311.579781420765
2797,3164,13,,3253.721311475412
2798,3164,14,,3262.783606557376
2799,3164,15,,3366.2825136611987
2800,3164,16,,3383.668852459016
2801,3164,17,,3448.6459016393433
2802,3164,18,,2999.3377049180335
2803,3164,19,,2514.989071038251
2804,3164,20,,2266.1087431693986
2805,3164,21,,2224.0978142076506
2806,3164,22,,1986.583606557377
2807,3164,23,,1584.6202185792342
2808,3165,0,,735.6774590163933
2809,3165,1,,581.4745901639346
2810,3165,2,,498.13237704918066
2811,3165,3,,475.83169398907063
2812,3165,4,,521.4109289617492
2813,3165,5,,673.0428961748637
2814,3165,6,,1129.3651639344264
2815,3165,7,,1758.8300546448086
2816,3165,8,,2083.508879781422
2817,3165,9,,1928.5851092896175
2818,3165,10,,1947.049316939889
2819,3165,11,,2041.3536885245894
2820,3165,12,,2121.893306010929
2821,3165,13,,2104.7401639344253
2822,3165,14,,2152.6359289617485
2823,3165,15,,2244.776502732241
2824,3165,16,,2230.7174863387977
2825,3165,17,,2223.566393442622
2826,3165,18,,1867.0666666666648
2827,3165,19,,1511.3994535519134
2828,3165,20,,1330.8928961748636
2829,3165,21,,1344.9998633879775
2830,3165,22,,1196.8342896174872
2831,3165,23,,985.453142076502
2832,3166,0,,428.88784153005497
2833,3166,1,,293.89180327868837
2834,3166,2,,239.97882513661187
2835,3166,3,,222.05778688524603
2836,3166,4,,236.54781420765028
2837,3166,5,,399.7308743169399
2838,3166,6,,960.9905737704921
2839,3166,7,,1904.8065573770484
2840,3166,8,,2553.015983606558
2841,3166,9,,2013.9659836065587
2842,3166,10,,1963.2816939890706
2843,3166,11,,2106.6849726775954
2844,3166,12,,2228.3053278688517
2845,3166,13,,2164.671857923496
2846,3166,14,,2228.6640710382494
2847,3166,15,,2432.432240437157
2848,3166,16,,2516.0403005464505
2849,3166,17,,2577.4729508196706
2850,3166,18,,1833.5594262295076
2851,3166,19,,1326.0286885245896
2852,3166,20,,1063.862841530054
2853,3166,21,,1048.2704918032787
2854,3166,22,,880.0874316939895
2855,3166,23,,660.7532786885241
2856,3167,0,,94.89234972677588
2857,3167,1,,55.03169398907107
2858,3167,2,,38.05464480874317
2859,3167,3,,30.74262295081966
2860,3167,4,,42.60437158469949
2861,3167,5,,103.9579234972677
2862,3167,6,,290.1071038251369
2863,3167,7,,732.9060109289618
2864,3167,8,,1115.0377049180333
2865,3167,9,,803.7475409836063
2866,3167,10,,747.2355191256826
2867,3167,11,,788.0245901639346
2868,3167,12,,847.1693989071044
2869,3167,13,,826.4245901639348
2870,3167,14,,854.1289617486344
2871,3167,15,,956.1595628415299
2872,3167,16,,1069.0562841530048
2873,3167,17,,1202.1957650273228
2874,3167,18,,761.6606557377047
2875,3167,19,,481.48633879781397
2876,3167,20,,370.3393442622954
2877,3167,21,,331.2846994535517
2878,3167,22,,267.97759562841526
2879,3167,23,,171.62240437158468
2880,3205,0,,17.22185792349726
2881,3205,1,,8.079781420765025
2882,3205,2,,5.118579234972673
2883,3205,3,,4.414207650273226
2884,3205,4,,5.038251366120218
2885,3205,5,,8.02404371584699
2886,3205,6,,26.190163934426234
2887,3205,7,,94.69016393442622
2888,3205,8,,216.6404371584699
2889,3205,9,,205.88032786885236
2890,3205,10,,212.08142076502742
2891,3205,11,,236.64863387978153
2892,3205,12,,253.31366120218553
2893,3205,13,,229.78360655737723
2894,3205,14,,224.2300546448089
2895,3205,15,,245.08032786885232
2896,3205,16,,221.80765027322406
2897,3205,17,,231.9419398907104
2898,3205,18,,185.1907103825136
2899,3205,19,,153.2868852459017
2900,3205,20,,98.79071038251372
2901,3205,21,,79.32349726775956
2902,3205,22,,56.97377049180324
2903,3205,23,,32.73224043715848
2904,3208,0,,53.98579234972674
2905,3208,1,,35.03715846994534
2906,3208,2,,24.22513661202188
2907,3208,3,,18.4
2908,3208,4,,23.123497267759575
2909,3208,5,,56.014207650273235
2910,3208,6,,198.74972677595622
2911,3208,7,,539.5617486338798
2912,3208,8,,878.3934426229509
2913,3208,9,,554.5633879781421
2914,3208,10,,495.4158469945357
2915,3208,11,,551.27431693989
2916,3208,12,,567.6896174863391
2917,3208,13,,542.5710382513661
2918,3208,14,,577.7857923497274
2919,3208,15,,680.85737704918
2920,3208,16,,782.5650273224045
2921,3208,17,,881.9883879781424
2922,3208,18,,489.19289617486356
2923,3208,19,,292.32076502732247
2924,3208,20,,204.63825136612036
2925,3208,21,,181.4928961748634
2926,3208,22,,138.99071038251367
2927,3208,23,,85.42568306010925
